id,original_title,cast,director,keywords,runtime,genres,vote_average,release_year
13996,bottle shock,Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy RodrÃ­guez,Randall Miller,wine garden wine winzer,110,Comedy Drama,6.4,2008
7351,julia,Tilda Swinton Kate del Castillo Aidan Gould Bruno Bichir Horacio Garcia Rojas,Erick Zonca,mexico alcohol money delivery vault mother role,138,Drama,7.1,2008
22556,the yellow handkerchief,William Hurt Maria Bello Kristen Stewart Eddie Redmayne Veronica Russell,Udayan Prasad,independent film,102,Drama Romance,6.6,2008
1771,captain america the first avenger,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,Joe Johnston,new york usa world war ii nazis marvel comic,124,Action Adventure Science Fiction,6.5,2011
64690,drive,Ryan Gosling Carey Mulligan Christina Hendricks Albert Brooks Bryan Cranston,Nicolas Winding Refn,drowning stuntman blood splatter extreme violence violence,100,Drama Action Thriller Crime,7.3,2011
12445,harry potter and the deathly hallows part 2,Daniel Radcliffe Rupert Grint Emma Watson Alan Rickman Maggie Smith,David Yates,self sacrifice magic frog sorcerer school,130,Adventure Family Fantasy,7.7,2011
1865,pirates of the caribbean on stranger tides,Johnny Depp PenÃ©lope Cruz Geoffrey Rush Ian McShane Kevin McNally,Rob Marshall,sea captain mutiny sword prime minister,136,Adventure Action Fantasy,6.3,2011
61791,rise of the planet of the apes,Andy Serkis Karin Konoval Freida Pinto James Franco John Lithgow,Rupert Wyatt,intelligence zoo cage dystopia golden gate bridge,105,Thriller Action Drama Science Fiction,6.9,2011
10195,thor,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan SkarsgÃ¥rd,Kenneth Branagh,new mexico banishment shield marvel comic hammer,115,Adventure Fantasy Action,6.5,2011
49530,in time,Justin Timberlake Amanda Seyfried Cillian Murphy Olivia Wilde Alex Pettyfer,Andrew Niccol,bank future time dystopia cops and robbersÂ ,109,Action Thriller Science Fiction,6.6,2011
27582,the mechanic,Jason Statham Ben Foster Donald Sutherland Mini Anden Tony Goldwyn,Simon West,poison chicago prostitute martial arts assassin,93,Action Thriller Crime,6.3,2011
45612,source code,Jake Gyllenhaal Michelle Monaghan Vera Farmiga Russell Peters Michael Arden,Duncan Jones,bomb identity fantasy bomber suspicion,93,Thriller Science Fiction Mystery,7.0,2011
56292,mission impossible ghost protocol,Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor,Brad Bird,fight sequel mission explosion broken arm,133,Action Thriller Adventure,6.7,2011
50646,crazy stupid love ,Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei,Glenn Ficarra|John Requa,soulmates midlife crisis marriage crisis womanizer law school,118,Comedy Drama Romance,6.9,2011
65754,the girl with the dragon tattoo,Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan SkarsgÃ¥rd,David Fincher,journalist based on novel hacker punk investigation,158,Thriller Crime Mystery Drama,7.1,2011
51876,limitless,Bradley Cooper Robert De Niro Abbie Cornish Andrew Howard Anna Friel,Neil Burger,fictional place politician stalking superhuman writer,105,Thriller Mystery Science Fiction,7.0,2011
49444,kung fu panda 2,Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan,Jennifer Yuh,martial arts hope fleet panda mission,91,Animation Family,6.6,2011
50546,just go with it,Jennifer Aniston Adam Sandler Nicole Kidman Bailee Madison Griffin Gluck,Dennis Dugan,beach fictitious marriage blackmail plastic surgery marriage,117,Romance Comedy,6.3,2011
51540,horrible bosses,Jennifer Aniston Jason Bateman Charlie Day Jason Sudeikis Colin Farrell,Seth Gordon,conspiracy of murder bad boss employee death of father stakeout,98,Comedy Crime,6.4,2011
39254,real steel,Hugh Jackman Dakota Goyo Evangeline Lilly Anthony Mackie Kevin Durand,Shawn Levy,father-son relationship fight sport robot prizefighting,127,Action Science Fiction Drama,6.5,2011
50544,friends with benefits,Justin Timberlake Mila Kunis Patricia Clarkson Woody Harrelson Nolan Gould,Will Gluck,funeral friends romance comedy three word title,109,Comedy,6.5,2011
52449,bad teacher,Jason Segel Cameron Diaz Justin Timberlake Lucy Punch Phyllis Smith,Jake Kasdan,classroom teacher school workplace humor,92,Comedy,5.4,2011
58574,sherlock holmes a game of shadows,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,Guy Ritchie,detective inspector steampunk criminal mastermind,129,Adventure Action Crime Mystery,6.9,2011
49013,cars 2,Larry the Cable Guy Owen Wilson Michael Caine Emily Mortimer Eddie Izzard,John Lasseter|Brad Lewis,car race sequel comedy animation best friend,106,Animation Family Adventure Comedy,5.8,2011
45243,the hangover part ii,Bradley Cooper Ed Helms Zach Galifianakis Justin Bartha Ken Jeong,Todd Phillips,sun glasses interpol undercover cop hangover duringcreditsstinger,102,Comedy,6.1,2011
41630,no strings attached,Natalie Portman Ashton Kutcher Greta Gerwig Kevin Kline Olivia Thirlby,Ivan Reitman,alcohol waitress cemetery casual meeting restaurant,108,Comedy Romance,6.1,2011
17578,the adventures of tintin,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,Steven Spielberg,riddle captain treasure liquor treasure hunt,107,Adventure Animation Action Family Mystery,6.6,2011
55721,bridesmaids,Kristen Wiig Rose Byrne Maya Rudolph Wendi McLendon-Covey Ellie Kemper,Paul Feig,competition tattoo alcohol jealousy fight,125,Romance Comedy,6.5,2011
48988,hall pass,Owen Wilson Jason Sudeikis Jenna Fischer Christina Applegate Nicky Whelan,Bobby Farrelly|Peter Farrelly,wife husband relationship daydream marriage freedom friends,105,Comedy,5.4,2011
37686,super 8,Joel Courtney Elle Fanning Riley Griffiths Kyle Chandler Ryan Lee,J.J. Abrams,secret train crash pistol firecracker duringcreditsstinger,112,Thriller Science Fiction Mystery,6.6,2011
23629,sucker punch,Emily Browning Abbie Cornish Jena Malone Vanessa Hudgens Jamie Chung,Zack Snyder,brothel fantasy asylum reality escape,110,Action Fantasy Thriller,5.9,2011
49730,red riding hood,Amanda Seyfried Gary Oldman Billy Burke Shiloh Fernandez Max Irons,Catherine Hardwicke,winter fantasy fairy tale hood werewolf,100,Thriller,5.5,2011
50619,the twilight saga breaking dawn part 1,Kristen Stewart Robert Pattinson Taylor Lautner Ashley Greene Peter Facinelli,Bill Condon,based on novel werewolf duringcreditsstinger,117,Adventure Fantasy Romance,5.8,2011
76025,shame,Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,Steve McQueen,pornography brother sister relationship sex addiction new york city thirty something,100,Drama,6.9,2011
58224,mr popper s penguins,Jim Carrey Carla Gugino Madeline Carroll Angela Lansbury Ophelia Lovibond,Mark Waters,taxi restaurant zoo penguin ex husband,94,Comedy Family,5.7,2011
8967,the tree of life,Brad Pitt Sean Penn Jessica Chastain Hunter McCracken Finnegan Williams,Terrence Malick,red hair sun telegram tree meteor,139,Drama Fantasy,6.5,2011
46529,i am number four,Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe,D.J. Caruso,secret identity alien teenage boy teenage hero alien teenagers,109,Action Thriller Science Fiction Adventure,6.0,2011
46195,rio,Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.am,Carlos Saldanha,brazil pet bird musical canary,96,Animation Adventure Comedy Family,6.5,2011
74643,the artist,Jean Dujardin BÃ©rÃ©nice Bejo John Goodman James Cromwell Penelope Ann Miller,Michel Hazanavicius,film producer film history movie studio hollywood dog,100,Drama Comedy Romance,7.2,2011
38317,zookeeper,Kevin James Rosario Dawson Sylvester Stallone Nick Nolte Jon Favreau,Frank Coraci,talking animal interracial kiss scientist german accent ostrich,102,Comedy Romance Family,5.4,2011
49849,cowboys aliens,Daniel Craig Olivia Wilde Harrison Ford Sam Rockwell Walton Goggins,Jon Favreau,robbery sheriff arizona laser outlaw,119,Action Science Fiction Thriller Western,5.4,2011
57212,war horse,Tom Hiddleston Benedict Cumberbatch Toby Kebbell Emily Watson Jeremy Irvine,Steven Spielberg,world war i horse farm life execution trapped,146,Drama War,6.9,2011
40807,50 50,Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard Anjelica Huston,Jonathan Levine,painter father-son relationship therapist cancer psychologist,100,Comedy Drama,6.8,2011
44896,rango,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,Gore Verbinski,sheriff nevada pet rango chameleon,107,Animation Comedy Family Western Adventure,6.5,2011
49520,the change up,Olivia Wilde Ryan Reynolds Jason Bateman Leslie Mann Mircea Monroe,David Dobkin,jealousy chance wish change man change,112,Comedy,5.9,2011
44826,hugo,Asa Butterfield ChloÃ« Grace Moretz Ben Kingsley Sacha Baron Cohen Jude Law,Martin Scorsese,library clock film director key toy,126,Adventure Drama Family,6.8,2011
50348,the lincoln lawyer,Matthew McConaughey Marisa Tomei Ryan Phillippe William H. Macy Josh Lucas,Brad Furman,judge arrest jury private investigator surprise ending,119,Crime Drama Thriller,6.9,2011
51828,one day,Anne Hathaway Jim Sturgess Patricia Clarkson Romola Garai Heida Reed,Lone Scherfig,based on novel comedian job love male female relationship,107,Drama Romance,6.9,2011
49021,killer elite,Jason Statham Clive Owen Robert De Niro Dominic Purcell Yvonne Strahovski,Gary McKendry,rescue,116,Action Adventure Thriller,6.0,2011
48171,the rite,Anthony Hopkins Colin O'Donoghue Alice Braga Toby Jones CiarÃ¡n Hinds,Mikael HÃ¥fstrÃ¶m,vatican violinist hospital miscarriage exorcist,114,Drama Thriller Horror,5.7,2011
52451,the three musketeers,Milla Jovovich Orlando Bloom Logan Lerman Ray Stevenson Matthew Macfadyen,Paul W.S. Anderson,number in title historical fiction musketeer 17th century 3d,110,Adventure Action Thriller Comedy,5.5,2011
58232,chalet girl,Felicity Jones Ed Westwick Brooke Shields Bill Nighy Tamsin Egerton,Phil Traill,competition snowboarding birthday party chalet Â snowboarding competition,96,Comedy Romance,6.2,2011
59436,midnight in paris,Owen Wilson Rachel McAdams Kurt Fuller Mimi Kennedy Michael Sheen,Woody Allen,paris painter detective based on novel screenwriter,94,Fantasy Comedy Romance,7.2,2011
59440,warrior,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,Gavin O'Connor,bank training beating teacher mixed martial arts,140,Action Drama,7.6,2011
59965,abduction,Taylor Lautner Lily Collins Alfred Molina Jason Isaacs Maria Bello,John Singleton,cia airport hero fight time bomb,106,Thriller Action Mystery,5.5,2011
48138,unknown,Liam Neeson Diane Kruger January Jones Aidan Quinn Bruno Ganz,Jaume Collet-Serra,taxi hotel coma taxi driver prince,113,Action Mystery Thriller,6.4,2011
38050,the adjustment bureau,Matt Damon Emily Blunt John Slattery Anthony Mackie Lauren Hodges,George Nolfi,hotel dancer hat senator future,106,Thriller Romance Fantasy,6.4,2011
37958,immortals,Mickey Rourke Kellan Lutz Isabel Lucas Henry Cavill Luke Evans,Tarsem Singh,poison army zeus poseidon spear,110,Fantasy Action Drama,5.6,2011
59861,larry crowne,Tom Hanks Julia Roberts Bryan Cranston Cedric the Entertainer Pam Grier,Tom Hanks,classroom college teacher diner loss of job,98,Comedy Romance Drama,5.6,2011
39513,paul,Seth Rogen Simon Pegg Nick Frost Jason Bateman Kristen Wiig,Greg Mottola,san diego area 51 alien space craft hit with a chair shot in the knee,104,Adventure Comedy Science Fiction,6.4,2011
62835,colombiana,Zoe Saldana Cliff Curtis Callum Blue Michael Vartan Lennie James,Olivier Megaton,street gang uncle female assassin witness to murder,108,Action Thriller Crime Drama,6.5,2011
44943,battle los angeles,Aaron Eckhart RamÃ³n RodrÃ­guez Will Rothhaar Cory Hardrict Jim Parrack,Jonathan Liebesman,saving the world hero marine corps chaos retirement,116,Action Science Fiction,5.5,2011
55779,final destination 5,Emma Bell Nicholas D'Agosto Miles Fisher Ellen Wroe Jacqueline MacInnes Wood,Steven Quale,premonition death by accident crash end is here duringcreditsstinger,92,Horror Mystery,5.9,2011
45610,machine gun preacher,Gerard Butler Michelle Monaghan Justin Michael Brandt Richard Goteri Peter Carey,Marc Forster,underage soldier duringcreditsstinger,129,Action Thriller Crime,6.4,2011
63492,what s your number ,Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor,Mark Mylod,based on novel loser magazine womanizer mission,106,Comedy Romance,6.2,2011
75900,my week with marilyn,Michelle Williams Eddie Redmayne Kenneth Branagh Julia Ormond Judi Dench,Simon Curtis,based on novel biography historical figure marilyn monroe,99,Drama,6.7,2011
74465,we bought a zoo,Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones,Cameron Crowe,zoo,124,Drama Comedy Family,6.4,2011
50014,the help,Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica Chastain,Tate Taylor,mississippi based on novel exploitation racial segregation racism,146,Drama,7.6,2011
75174,the grey,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan,alcohol isolation wolf wilderness stranded,117,Action Drama Thriller,6.3,2011
60308,moneyball,Brad Pitt Jonah Hill Robin Wright Philip Seymour Hoffman Chris Pratt,Bennett Miller,underdog based on novel baseball teamwork partner,133,Drama,6.9,2011
71859,we need to talk about kevin,John C. Reilly Tilda Swinton Ezra Miller Siobhan Fallon Jasper Newell,Lynne Ramsay,suburb violence killing spree prison visit guinea pig,112,Drama Thriller,7.3,2011
49950,the roommate,Minka Kelly Leighton Meester Cam Gigandet Aly Michalka Matt Lanter,Christian E. Christiansen,jealousy roommate obsession campus love,91,Thriller Drama Horror,5.5,2011
49517,tinker tailor soldier spy,John Hurt Gary Oldman Kathy Burke Benedict Cumberbatch Colin Firth,Tomas Alfredson,spy cold war spying espionage mole,127,Drama Thriller Mystery,6.5,2011
40805,the green hornet,Seth Rogen Jay Chou Christoph Waltz Cameron Diaz Edward Furlong,Michel Gondry,bomb martial arts assassin vandalism nightclub,119,Action Crime Comedy,5.4,2011
49022,something borrowed,Kate Hudson Ginnifer Goodwin John Krasinski Colin Egglesfield Ashley Williams,Luke Greenfield,new york alcohol based on novel secret cheating,112,Comedy Drama Romance,6.0,2011
58233,johnny english reborn,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Roger Barclay,Oliver Parker,buddhist monk cooking prime minister kitchen secret agent,101,Crime Adventure Action Comedy Thriller,6.0,2011
39538,contagion,Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard,Steven Soderbergh,saving the world mutation infection terminal illness quarantine,106,Drama Thriller Science Fiction,6.1,2011
73937,the big year,Owen Wilson Steve Martin Jack Black Rashida Jones Jim Parsons,David Frankel,helicopter based on novel honeymoon airplane birding,100,Comedy,5.4,2011
55465,a very harold kumar christmas,Neil Patrick Harris John Cho Elias Koteas Danneel Ackles Kal Penn,Todd Strauss-Schulson,holiday beer christmas tree cannabis sequel,108,Comedy,6.0,2011
60935,the thing,Mary Elizabeth Winstead Joel Edgerton Ulrich Thomsen Eric Christian Olsen Adewale Akinnuoye-Agbaje,Matthijs van Heijningen Jr.,paranoia research station prequel antarctica blizzard,103,Horror Science Fiction Mystery Thriller,6.0,2011
59108,tower heist,Ben Stiller Eddie Murphy Casey Affleck Alan Alda Matthew Broderick,Brett Ratner,skyscraper thanksgiving billionaire parade fbi agent,104,Action Comedy,5.8,2011
62838,new year s eve,Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele,Garry Marshall,new year's eve illustrator caterer pedicab ticket,118,Comedy Romance,5.6,2011
89708,samsara,Marcos Luna Putu Dinda Pratika Puti Sri Candra Dewi Ni Made Megahadi Pratiwi,Ron Fricke,eating around the world fast motion scene balance skyline,102,Drama Documentary,7.9,2011
58151,fright night,Anton Yelchin Colin Farrell Toni Collette Christopher Mintz-Plasse David Tennant,Craig Gillespie,sunrise suspicion remake suburbia,106,Horror Comedy,6.1,2011
65759,happy feet two,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,George Miller,penguin digit in title aftercreditsstinger 3d,100,Music Family Animation Comedy,5.8,2011
41446,scream 4,David Arquette Neve Campbell Courteney Cox Emma Roberts Hayden Panettiere,Wes Craven,sheriff book knife horror rescue,111,Horror Mystery,6.0,2011
60307,diary of a wimpy kid rodrick rules,Zachary Gordon Devon Bostick Rachael Harris Robert Capron Steve Zahn,David Bowers,based on novel character name in title middle school,99,Family Comedy,6.4,2011
64685,extremely loud incredibly close,Thomas Horn Tom Hanks Sandra Bullock Max von Sydow John Goodman,Stephen Daldry,based on novel key scavenger hunt death of father young boy,129,Drama,7.0,2011
50780,the beaver,Jodie Foster Mel Gibson Jennifer Lawrence Anton Yelchin Zachary Booth,Jodie Foster,puppet woman director,91,Drama,6.0,2011
74534,the best exotic marigold hotel,Bill Nighy Maggie Smith Tom Wilkinson Judi Dench Dev Patel,John Madden,jaipur india telemarketer telemarketing gay man personal growth,124,Drama Comedy,6.8,2011
41513,the smurfs,Neil Patrick Harris Jayma Mays Anton Yelchin Hank Azaria Alan Cumming,Raja Gosnell,moon magic wand based on comic book good vs evil smurf,103,Animation Family Adventure Comedy Fantasy,5.5,2011
50456,hanna,Saoirse Ronan Eric Bana Vicky Krieps Cate Blanchett Tom Hollander,Joe Wright,assassin self sacrifice strip club secret agent training,111,Action Thriller Adventure,6.5,2011
85435,a few best men,Rebel Wilson Xavier Samuel Olivia Newton-John Kris Marshall Kevin Bishop,Stephan Elliott,drug dealer best friend wedding australian outback,97,Comedy,5.7,2011
64586,sleeping beauty,Emily Browning Rachael Blake Ewen Leslie Mirrah Foulkes Ivy Mak,Julia Leigh,prostitute eroticism limousine sadomasochism student,102,Drama Romance,5.4,2011
50839,margin call,Kevin Spacey Paul Bettany Jeremy Irons Zachary Quinto Ashley Williams,J.C. Chandor,capitalism brokerage wall street downsizing financial crisis,107,Thriller Drama,6.6,2011
55846,blitz,Jason Statham Paddy Considine Aidan Gillen Zawe Ashton Luke Evans,Elliott Lester,based on novel character name in title police detective,97,Crime Action Thriller,6.0,2011
65057,the descendants,George Clooney Shailene Woodley Amara Miller Nick Krause Robert Forster,Alexander Payne,hawaii father-in-law cheating wife beach house daughters,115,Comedy Drama,6.6,2011
50359,hop,Russell Brand James Marsden Kaley Cuoco Hank Azaria Elizabeth Perkins,Tim Hill,coup d'etat slacker easter easter bunny aftercreditsstinger,95,Animation,5.4,2011
23514,the rum diary,Johnny Depp Amber Heard Aaron Eckhart Michael Rispoli Giovanni Ribisi,Bruce Robinson,alcohol puerto rico tv debate fire breathing vomiting,120,Drama Comedy,5.5,2011
68684,detention,Josh Hutcherson Dane Cook Spencer Locke Parker Bagley Jesse Heiman,Joseph Kahn,high school murder slasher horror spoof,93,Horror Comedy Science Fiction,5.9,2011
67913,the guard,Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina Cas,John Michael McDonagh,prostitute blackmail drug smuggle rural ireland dry humour,96,Action Comedy Thriller Crime,6.6,2011
63493,the ledge,Patrick Wilson Liv Tyler Charlie Hunnam Terrence Howard Jaqueline Fleming,Matthew Chapman,adultery wife husband relationship infidelity christian prayer,101,Drama Thriller,5.7,2011
68817,footloose,Kenny Wormald Julianne Hough Dennis Quaid Andie MacDowell Miles Teller,Craig Brewer,dancing dancer dance music prom,113,Drama Music Romance,6.5,2011
10316,the ides of march,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Marisa Tomei,George Clooney,ohio politics dirty tricks presidential campaign endorsement,101,Drama,6.4,2011
38356,transformers dark of the moon,Shia LaBeouf John Malkovich Ken Jeong Frances McDormand Josh Duhamel,Michael Bay,moon spacecraft traitor bodyguard fighter jet,154,Action Science Fiction Adventure,6.1,2011
50725,take me home tonight,Topher Grace Anna Faris Dan Fogler Teresa Palmer Michelle Trachtenberg,Michael Dowse,becoming an adult lie night sister job,97,Comedy Drama Romance,6.3,2011
81390,a lonely place to die,Melissa George Ed Speleers Eamonn Walker Alec Newman Karel Roden,Julian Gilbey,terror scotland kidnapper nudity wilderness,99,Adventure Action Thriller Crime,6.1,2011
64328,the muppets,Amy Adams Jason Segel Emily Blunt John Krasinski Zach Galifianakis,James Bobin,musical the muppets robot oil tycoon studio tour,103,Comedy Family Music,6.4,2011
44945,trust,Clive Owen Catherine Keener Liana Liberato Jason Clarke Viola Davis,David Schwimmer,rape obsession lie job independent film,104,Crime Drama Thriller,6.5,2011
74998,seeking justice,Nicolas Cage Guy Pearce January Jones Jennifer Carpenter Harold Perrineau,Roger Donaldson,playing chess,105,Action Drama Thriller,5.9,2011
49494,the eagle,Channing Tatum Mark Strong Jamie Bell Donald Sutherland Denis O'Hare,Kevin Macdonald,roman empire slavery ancient rome eagle honor,114,Adventure Drama,5.9,2011
63310,rundskop,Matthias Schoenaerts Jeroen Perceval Jeanne Dandoy Barbara Sarafian Tibo Vandenborre,MichaÃ«l R. Roskam,cattle farmer,124,Crime Drama,7.5,2011
80591,w e ,Abbie Cornish Andrea Riseborough James D'Arcy Richard Coyle David Harbour,Madonna,auction beating bathtub clothes woman director,119,Drama Romance,5.8,2011
47760,restless,Mia Wasikowska Henry Hopper Ryo Kase Schuyler Fisk Jane Adams,Gus Van Sant,japanese sadness book funeral young people,91,Drama Romance,6.3,2011
101173,coriolanus,Gerard Butler Ralph Fiennes Lubna Azabal Ashraf Barhom Jessica Chastain,Ralph Fiennes,senate general market tragedy rivalry,123,Drama Thriller,5.7,2011
88794,j edgar,Leonardo DiCaprio Armie Hammer Naomi Watts Judi Dench Geoff Pierson,Clint Eastwood,biography historical figure fbi director,137,Drama Crime History,5.8,2011
48340,sanctum,Ioan Gruffudd Richard Roxburgh Alice Parkinson Daniel Wyllie Allison Cratchley,Alister Grierson,cave water adventure,108,Action Thriller,5.7,2011
48231,a dangerous method,Keira Knightley Viggo Mortensen Michael Fassbender Sarah Gadon Vincent Cassel,David Cronenberg,based on novel psychoanalysis sigmund freud biography spanking,99,Drama Thriller,5.9,2011
43959,soul surfer,AnnaSophia Robb Helen Hunt Lorraine Nicholson Carrie Underwood Dennis Quaid,Sean McNamara,competition based on novel shark attack surfing biography,106,Action Drama,6.9,2011
77949,the awakening,Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead Wright Lucy Cohu,Nick Murphy ,suicide england classroom investigation supernatural,107,Drama Horror Thriller,6.2,2011
50601,5 days of war,Rupert Friend Val Kilmer Andy GarcÃ­a Dean Cain Emmanuelle Chriqui,Renny Harlin,number in title digit in title,113,War Drama,5.9,2011
71677,assassination games,Jean-Claude Van Damme Scott Adkins Kevin Chapman Ivan Kaye Valentin Teodosiu,Ernie Barbarash,fight anti hero karate blood splatter drug cartel,101,Action,5.8,2011
55787,water for elephants,Robert Pattinson Reese Witherspoon Christoph Waltz Tatum Etheridge Hal Holbrook,Francis Lawrence,clown elephant trainer veterinary,120,Drama Romance,6.7,2011
69668,dream house,Daniel Craig Naomi Watts Rachel Weisz Marton Csokas Elias Koteas,Jim Sheridan,two word title house fire extension ladder last day on job,92,Drama Thriller Mystery,5.9,2011
55720,a better life,DemiÃ¡n Bichir JosÃ© JuliÃ¡n Chelsea Rendon Dolores Heredia JoaquÃ­n Cosio,Chris Weitz,california garden immigrant truck illegal immigrant,98,Drama,6.6,2011
64720,take shelter,Michael Shannon Jessica Chastain Katy Mixon Shea Whigham Ray McKinnon,Jeff Nichols,shelter end of the world sanity apocalypse,120,Thriller Drama,6.9,2011
51588,prom,Aimee Teegarden Thomas McDonell Nicholas Braun Faith Ford Danielle Campbell,Joe Nussbaum,single parent waitress fountain friendship high school,104,Comedy,5.8,2011
57276,pina,Regina Advento Malou Airaudo Ruth Amarante Pina Bausch Jorge Puerta,Wim Wenders,one word title choreographer choreography modern dance,106,Documentary,7.2,2011
72213,courageous,Alex Kendrick Ken Bevel Ben Davies Kevin Downes Rusty Martin,Alex Kendrick,father faith,129,Drama,6.7,2011
73567,killer joe,Matthew McConaughey Emile Hirsch Thomas Haden Church Gina Gershon Juno Temple,William Friedkin,female nudity pedophilia deal sexual humiliation character name in title,102,Drama Thriller,6.3,2011
38322,big mommas like father like son,Portia Doubleday Martin Lawrence Brandon T. Jackson Mari Morrow Faizon Love,John Whitesell,undercover fbi sequel comedy disguise,107,Crime Comedy Action,5.4,2011
50698,grave encounters,Sean Rogerson Juan Riedinger Ashleigh Gryzko Mackenzie Gray Arthur Corber,Stuart Ortiz|Colin Minihan,camcorder reality insane asylum paranormal haunting,92,Thriller Horror,6.0,2011
62837,dolphin tale,Morgan Freeman Ashley Judd Harry Connick Jr. Nathan Gamble Kris Kristofferson,Charles Martin Smith,dolphin boy animal in title trap summer,113,Drama Family,6.6,2011
55292,xin shao lin si,Andy Lau Nicholas Tse Fan Bingbing Jackie Chan Wu Jing,Benny Chan,monk china martial arts kung fu warlord,131,Action Drama,6.4,2011
51497,fast five,Vin Diesel Paul Walker Dwayne Johnson Jordana Brewster Tyrese Gibson,Justin Lin,brazil fbi death of a friend freedom escape from prison,130,Action Thriller Crime,7.1,2011
71208,judas kiss,Dennis Bateman Sean Paul Lockhart Richard Harmon Charlie David Genevieve Buechner,J.T. Tepnapa,gay kiss film maker one-night stand kiss,94,Drama Science Fiction,5.9,2011
79777,in the land of blood and honey,Zana MarjanoviÄ‡ Goran KostiÄ‡ Branko ÄuriÄ‡ Dzana Pinjo MiloÅ¡ TimotijeviÄ‡,Angelina Jolie,muslim sister sister relationship sarajevo bosnian war of 1992-1995 interracial romance,127,Drama Romance War,6.6,2011
57119,jumping the broom,Paula Patton Julie Bowen Meagan Good Mike Epps Angela Bassett,Salim Akil,african american wedding class differences martha's vineyard,112,Comedy,6.3,2011
9364,wuthering heights,Kaya Scodelario James Northcote Amy Wren Nichola Burley Steve Evets,Andrea Arnold,based on novel foster sister moor yorkshire england foster family,129,Drama Romance,5.6,2011
59860,monte carlo,Selena Gomez Katie Cassidy Cory Monteith Leighton Meester Andie MacDowell,Thomas Bezucha,monte carlo mistaken identity look-alike young woman texan,109,Adventure Comedy Romance,5.9,2011
55725,win win,Paul Giamatti Alex Shaffer Amy Ryan Melanie Lynskey Bobby Cannavale,Tom McCarthy,sport coach lawyer wrestling coach,106,Drama Comedy,6.8,2011
50671,the resident,Christopher Lee Lee Pace Hilary Swank Jeffrey Dean Morgan Aunjanue Ellis,Antti Jokinen,underwear landlord undressing bathtub hammer horror,91,Thriller Mystery,5.6,2011
44754,margaret,Anna Paquin Matt Damon Mark Ruffalo Matthew Broderick Jeannie Berlin,Kenneth Lonergan,new york bus nightmare witness investigation,149,Drama,5.9,2011
73499,the double,Stephen Moyer Topher Grace Richard Gere Stana Katic Martin Sheen,Michael Brandt,double agent,98,Drama Action Thriller Crime Mystery,5.9,2011
71688,the iron lady,Meryl Streep Anthony Stewart Head Harry Lloyd Jim Broadbent Susan Brown,Phyllida Lloyd,capitalism prime minister argentina margaret thatcher british overseas territory,105,History Drama,6.2,2011
62630,the devil s double,Dominic Cooper Ludivine Sagnier Raad Rawi Mehmet Ferda Philip Quast,Lee Tamahori,palace impostor pervertion,109,Drama Action Thriller Crime War,6.3,2011
84404,bully,David Long,Lee Hirsch,bullying,92,Drama Documentary,7.5,2011
38543,ironclad,James Purefoy Kate Mara Jason Flemyng Paul Giamatti Brian Cox,Jonathan English,ambush hero fight castle battlefield,121,Romance Adventure Action History,6.0,2011
56401,the music never stopped,J.K. Simmons Lou Taylor Pucci Julia Ormond Cara Seymour MÃ­a Maestro,Jim Kohlberg,independent film,105,Drama,7.3,2011
51017,madea s big happy family,Tyler Perry Lauren London Shannon Kane Cassi Davis Philip Anthony-Rodriguez,Tyler Perry,mother role big family family clan duringcreditsstinger,106,Comedy Drama,6.9,2011
70577,faces in the crowd,Milla Jovovich Sarah Wayne Callies Julian McMahon Michael Shanks Adam Harrington,Julien Magnat,detective murder serial killer disorder,102,Thriller Mystery Crime Drama,5.7,2011
