id,original_title,cast,director,keywords,runtime,genres,vote_average,release_year
10720,down with love,RenÃ©e Zellweger Ewan McGregor Sarah Paulson David Hyde Pierce Rachel Dratch,Peyton Reed,sex journalist empowerment womanizer playboy,101,Action Comedy Romance Thriller,6.0,2003
11775,intolerable cruelty,George Clooney Catherine Zeta-Jones Edward Herrmann Geoffrey Rush Richard Jenkins,Joel Coen,california assassin infidelity fetish hitman,100,Crime Comedy Romance,5.7,2003
10632,the hunted,Tommy Lee Jones Benicio del Toro Connie Nielsen Leslie Stefanson John Finn,William Friedkin,hunter fbi balkan war,94,Drama Action Thriller Crime,5.8,2003
11093,house of sand and fog,Jennifer Connelly Ben Kingsley Ron Eldard Frances Fisher Kim Dickens,Vadim Perelman,san francisco immigrant house intimidation iranian,126,Drama,6.5,2003
11329,runaway jury,John Cusack Gene Hackman Dustin Hoffman Rachel Weisz Bruce McGill,Gary Fleder,court case gun rampage firearm jury suspense,127,Drama Thriller,6.8,2003
2577,code 46,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom,seattle shanghai future insurance salesman dystopia,92,Drama Romance Science Fiction Thriller,5.9,2003
504,monster,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,Patty Jenkins,prostitute sexual abuse desperation death penalty motel,110,Crime Drama,6.8,2003
10922,the human stain,Anthony Hopkins Nicole Kidman Ed Harris Gary Sinise Wentworth Miller,Robert Benton,black people professor for literature,106,Drama Thriller Romance,6.2,2003
16072,gods and generals,Stephen Lang Jeff Daniels Robert Duvall Kevin Conway C. Thomas Howell,Ronald F. Maxwell,war battle union soldier confederate soldier american civil war,214,Drama History War,5.8,2003
14926,uptown girls,Brittany Murphy Dakota Fanning Marley Shelton Donald Faison Jesse Spencer,Boaz Yakin,new york nanny,92,Comedy,6.2,2003
1415,party monster,Seth Green Macaulay Culkin ChloÃ« Sevigny Diana Scarwid Marilyn Manson,Fenton Bailey|Randy Barbato,new york hotel based on novel birthday bath,98,Comedy Drama Crime,5.6,2003
9839,beyond borders,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell,london cia landmine love of one's life cambodia,127,Drama Romance Adventure War,6.6,2003
11615,the life of david gale,Kevin Spacey Kate Winslet Laura Linney Gabriel Mann Rhona Mitra,Alan Parker,prison journalist texas professor death penalty,130,Drama Thriller Crime,7.2,2003
1088,whale rider,Keisha Castle-Hughes Rawiri Paratene Vicky Haughton Cliff Curtis Grant Roa,Niki Caro,ocean loss of mother tradition loss of brother becoming an adult,101,Drama Family,6.7,2003
13920,radio,Cuba Gooding Jr. Ed Harris Alfre Woodard S. Epatha Merkerson Debra Winger,Mike Tollin,biography friendship sport,109,Drama,7.1,2003
237,young adam,Ewan McGregor Tilda Swinton Peter Mullan Emily Mortimer Jack McElhone,David Mackenzie,individual scotland adultery glasgow river,93,Drama Thriller Crime Romance,5.9,2003
